,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster
17,A11,30,A30,A49,8072,A65,A72,2,A93,A101,3,A123,25,A141,A152,3,A173,1,A191,A201,269.06666666666666,8.996280439395015,2.5,0,1,16144,young,long_term,high_amount,0,0.9438094541118229,1,8072,3428.2934611157857,0
428,A14,9,A32,A42,1313,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,145.88888888888889,7.1808311990445555,0.75,0,0,1313,young,short_term,low_amount,0,0.18765700041175473,0,1313,110.87713869328527,1
157,A11,12,A31,A48,339,A61,A75,4,A94,A101,1,A123,45,A141,A152,1,A172,1,A191,A201,28.25,5.8289456176102075,1.0,0,0,1356,mid_career,short_term,low_amount,0,0.7663911430448329,0,339,116.91296887148927,1
237,A12,21,A32,A49,2767,A62,A75,4,A91,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,131.76190476190476,7.92588031673756,1.75,0,0,11068,senior,medium_term,medium_high_amount,1,0.9227975291110448,0,2767,1149.0213433726176,1
396,A11,12,A32,A42,2578,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,214.83333333333337,7.855157005881344,1.0,0,0,7734,senior,short_term,medium_high_amount,0,0.6130308856208696,0,2578,711.1771304087708,1
118,A11,33,A34,A42,4281,A63,A73,1,A92,A101,4,A123,23,A143,A152,2,A173,1,A191,A201,129.72727272727272,8.362175469149628,2.75,0,1,4281,young,long_term,high_amount,1,0.5905772736133499,1,4281,1137.717588752438,0
18,A12,24,A32,A41,12579,A61,A75,4,A92,A101,2,A124,44,A143,A153,1,A174,1,A192,A201,524.125,9.439863530254431,2.0,0,1,50316,mid_career,medium_term,high_amount,1,0.858046330217802,1,12579,4857.014154514379,0
876,A11,18,A31,A43,1940,A61,A72,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,107.77777777777776,7.57095858316901,1.5,0,0,5820,mid_career,medium_term,medium_low_amount,0,0.8347534946973858,0,1940,728.7398008708178,1
631,A11,18,A31,A42,1553,A61,A73,4,A93,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,86.27777777777777,7.348587530927593,1.5,0,0,6212,mid_career,medium_term,medium_low_amount,1,0.853981321723919,0,1553,596.8048466867608,1
711,A11,6,A31,A46,1198,A61,A75,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,199.66666666666663,7.089243155027514,0.5,0,0,4792,early_career,short_term,low_amount,1,0.9203849451776985,0,1198,496.1795239452973,1
81,A14,15,A32,A43,1213,A63,A75,4,A93,A101,3,A122,47,A142,A152,1,A173,1,A192,A201,80.86666666666666,7.101675971619444,1.25,0,0,4852,mid_career,medium_term,low_amount,0,0.1702026975460675,0,1213,92.90514245552096,1
968,A14,42,A32,A43,7166,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,170.61904761904762,8.877242435993919,3.5,1,1,14332,early_career,very_long_term,high_amount,0,0.12382735913051367,1,7166,399.3060849881674,0
453,A14,24,A32,A41,2670,A61,A75,4,A93,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,111.25,7.890208213109961,2.0,0,0,10680,early_career,medium_term,medium_high_amount,0,0.07582681880656439,0,2670,91.10592279608713,1
348,A14,6,A33,A49,1743,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,290.5,7.463936604468925,0.5,0,0,1743,early_career,short_term,medium_low_amount,0,0.0568799051543417,0,1743,44.613753607807915,1
84,A11,10,A32,A43,2315,A61,A75,3,A93,A101,4,A121,52,A143,A152,1,A172,1,A191,A201,231.5,7.747596838692885,0.8333333333333334,0,0,6945,senior,short_term,medium_low_amount,0,0.3808275549629624,0,2315,396.7271053826661,1
100,A14,24,A32,A40,1469,A62,A75,4,A94,A101,4,A121,41,A143,A151,1,A172,1,A191,A201,61.208333333333336,7.293017679772782,2.0,0,0,5876,mid_career,medium_term,medium_low_amount,0,0.40922949777382683,0,1469,270.5211595033882,1
821,A13,12,A32,A43,3016,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,251.33333333333337,8.012018239159062,1.0,0,0,9048,young,short_term,medium_high_amount,0,0.33334566131110127,0,3016,452.41673153142665,1
136,A14,27,A33,A41,8613,A64,A73,2,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,319.0,9.061144065614055,2.25,0,1,17226,early_career,long_term,high_amount,0,0.07511409399104413,1,8613,291.1309611951884,0
8,A14,12,A32,A43,3059,A64,A74,2,A91,A101,4,A121,61,A143,A152,1,A172,1,A191,A201,254.91666666666663,8.026170194946426,1.0,0,0,6118,senior,short_term,medium_high_amount,0,0.028725419667444872,0,3059,39.54197644322124,1
161,A14,18,A34,A40,1055,A61,A72,4,A92,A101,1,A122,30,A143,A152,2,A173,1,A191,A201,58.611111111111114,6.962243464266207,1.5,0,0,4220,early_career,medium_term,low_amount,0,0.5249207733621694,0,1055,249.20613715368992,1
807,A14,12,A34,A43,930,A65,A75,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,77.5,6.836259277277067,1.0,0,0,3720,senior,short_term,low_amount,0,0.052099964305771275,0,930,21.80383506196528,1
939,A14,24,A34,A41,6842,A65,A73,2,A93,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,285.0833333333333,8.830981510952498,2.0,0,1,13684,mid_career,medium_term,high_amount,0,0.026700759333420157,1,6842,82.20896791166732,0
624,A11,18,A32,A43,2600,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,144.44444444444446,7.8636512654486515,1.5,0,0,10400,senior,medium_term,medium_high_amount,1,0.6465773570475053,0,2600,756.4955077455812,1
946,A11,24,A31,A42,3349,A63,A72,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,139.54166666666666,8.116715624819111,2.0,0,0,13396,early_career,medium_term,medium_high_amount,1,0.7947682114300498,0,3349,1197.7554330356568,1
723,A12,9,A32,A43,790,A63,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,87.77777777777777,6.673297967767654,0.75,0,0,3160,senior,short_term,low_amount,0,0.4003579164997954,0,790,142.32723931567728,1
894,A14,18,A34,A43,1169,A65,A73,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,64.94444444444444,7.064759027791802,1.5,0,0,4676,early_career,medium_term,low_amount,0,0.05520742464571714,0,1169,29.0418657348795,1
686,A13,10,A34,A43,1347,A65,A74,4,A93,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,134.7,7.206377291472252,0.8333333333333334,0,0,5388,early_career,short_term,low_amount,0,0.04700058596791247,0,1347,28.489405184450142,1
959,A12,24,A32,A42,3069,A62,A75,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,127.875,8.029432840581244,2.0,0,0,12276,early_career,medium_term,medium_high_amount,0,0.5661130918001431,0,3069,781.8304854305876,1
380,A11,20,A32,A42,2212,A65,A74,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,110.6,7.70210434005105,1.6666666666666667,0,0,8848,mid_career,medium_term,medium_low_amount,0,0.2464689940109806,0,2212,245.33523663853012,1
369,A12,18,A32,A42,3001,A61,A74,2,A92,A101,4,A121,40,A143,A151,1,A173,1,A191,A201,166.72222222222223,8.007034012193408,1.5,0,0,6002,mid_career,medium_term,medium_high_amount,0,0.33486302999981316,0,3001,452.2157788632477,1
210,A14,9,A34,A43,3074,A65,A73,1,A93,A101,2,A121,33,A143,A152,2,A173,2,A191,A201,341.55555555555554,8.031060180240619,0.75,0,0,3074,early_career,short_term,medium_high_amount,0,0.011455142311346474,0,3074,15.845898359285579,1
482,A11,30,A32,A42,3622,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,120.73333333333332,8.195057690895077,2.5,0,0,14488,senior,long_term,medium_high_amount,0,0.6221426046798992,0,3622,1014.0302313677677,1
648,A13,24,A32,A40,947,A61,A74,4,A93,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,39.458333333333336,6.854354502255021,2.0,0,0,3788,mid_career,medium_term,low_amount,1,0.8696404695245461,0,947,370.5972860878853,1
762,A11,12,A32,A43,2214,A61,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,184.5,7.703007682479236,1.0,0,0,8856,young,short_term,medium_low_amount,0,0.5296470434407186,0,2214,527.687349379988,1
989,A12,24,A34,A43,1743,A61,A75,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,72.625,7.463936604468925,2.0,0,0,6972,mid_career,medium_term,medium_low_amount,0,0.34223111454977856,0,1743,268.4289746971188,1
139,A13,12,A32,A43,1881,A61,A73,2,A92,A101,2,A123,44,A143,A151,1,A172,1,A192,A201,156.75,7.540090320145325,1.0,0,0,3762,mid_career,short_term,medium_low_amount,0,0.2865611533732682,0,1881,242.55968827280287,1
246,A14,12,A34,A43,717,A61,A75,4,A93,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,59.75,6.576469569048224,1.0,0,0,2868,senior,short_term,low_amount,0,0.08117995304379139,0,717,26.192711849579293,1
472,A11,9,A32,A40,654,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,72.66666666666667,6.484635235635252,0.75,0,0,2616,early_career,short_term,low_amount,1,0.6360631678293781,0,654,187.19339029218597,1
945,A12,48,A30,A40,8358,A63,A72,1,A92,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,174.125,9.031094081699155,4.0,1,1,8358,early_career,very_long_term,high_amount,0,0.9193493536291828,1,8358,3457.764853934719,0
203,A11,12,A32,A48,902,A61,A74,4,A94,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,75.16666666666667,6.805722553416985,1.0,0,0,3608,young,short_term,low_amount,1,0.6262964730682558,0,902,254.21373841840503,1
262,A11,18,A34,A40,5302,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,294.55555555555554,8.57602797713713,1.5,0,1,10604,mid_career,medium_term,high_amount,0,0.514567270221392,1,5302,1227.7060500212192,0
439,A13,12,A31,A49,609,A61,A72,4,A92,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,50.75,6.413458957167357,1.0,0,0,2436,early_career,short_term,low_amount,1,0.47751335146477647,0,609,130.862533968922,1
954,A11,12,A32,A40,1893,A61,A73,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,157.75,7.546446273746024,1.0,0,0,7572,early_career,short_term,medium_low_amount,0,0.5157909146378116,0,1893,439.3764906342198,1
164,A14,36,A32,A40,909,A63,A75,4,A93,A101,4,A122,36,A143,A152,1,A173,1,A191,A201,25.25,6.813444599510896,3.0,1,0,3636,mid_career,long_term,low_amount,0,0.4351783718423545,0,909,178.00971300211512,0
351,A12,9,A32,A42,959,A61,A73,1,A92,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,106.55555555555556,6.866933284461882,0.75,0,0,959,early_career,short_term,low_amount,1,0.20160228399651253,0,959,87.00146565869498,1
294,A14,48,A34,A49,7629,A65,A75,4,A91,A101,2,A123,46,A141,A152,2,A174,2,A191,A201,158.9375,8.939843124278502,4.0,1,1,30516,mid_career,very_long_term,high_amount,0,0.704316022845755,1,7629,2417.9521222306194,0
628,A14,42,A34,A42,4042,A63,A73,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,96.23809523809524,8.304742269640771,3.5,1,1,16168,mid_career,very_long_term,high_amount,0,0.09512162623385158,1,4042,173.01672595675265,0
376,A14,18,A33,A43,2320,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,128.88888888888889,7.749753406274437,1.5,0,0,4640,early_career,medium_term,medium_high_amount,0,0.1531858985242645,0,2320,159.92607805933213,1
101,A12,36,A32,A43,2323,A61,A74,4,A93,A101,4,A123,24,A143,A151,1,A173,1,A191,A201,64.52777777777777,7.751045117971802,3.0,1,0,9292,young,long_term,medium_high_amount,0,0.5861011571412006,0,2323,612.6808446175542,0
841,A14,21,A33,A41,2993,A61,A73,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,142.52380952380952,8.004365564979574,1.75,0,0,8979,early_career,medium_term,medium_high_amount,0,0.09693551620320526,0,2993,130.557599998287,1
292,A11,24,A34,A41,6419,A61,A75,2,A92,A101,4,A124,44,A143,A153,2,A174,2,A192,A201,267.4583333333333,8.767173396684006,2.0,0,1,12838,mid_career,medium_term,high_amount,0,0.4546144047354068,1,6419,1313.1764387984595,0
692,A12,24,A32,A43,2896,A62,A72,2,A93,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,120.66666666666669,7.9714309977693505,2.0,0,0,5792,early_career,medium_term,medium_high_amount,0,0.3738556397735598,0,2896,487.2086697529031,1
438,A11,42,A34,A45,3394,A61,A71,4,A93,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,80.80952380952381,8.130059039992796,3.5,1,0,13576,senior,very_long_term,medium_high_amount,0,0.7455027858551267,1,3394,1138.6064048365351,0
393,A11,6,A34,A43,1957,A61,A74,1,A92,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,326.1666666666667,7.579678823090456,0.5,0,0,1957,early_career,short_term,medium_low_amount,0,0.14668485051950636,0,1957,129.1780136100033,1
536,A11,6,A32,A40,1374,A65,A71,4,A92,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,229.0,7.226209010100671,0.5,0,0,5496,senior,short_term,medium_low_amount,0,0.4611960928520017,0,1374,285.15754421039264,1
258,A14,15,A32,A41,3812,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,254.13333333333333,8.246171559857563,1.25,0,0,3812,young,medium_term,medium_high_amount,0,0.06691743960025245,0,3812,114.79017589027306,1
669,A13,30,A34,A43,3017,A61,A75,4,A93,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,100.56666666666666,8.012349639327795,2.5,0,0,12068,mid_career,long_term,medium_high_amount,0,0.16902756412780462,0,3017,229.48027243811393,1
391,A12,12,A32,A42,983,A64,A72,1,A92,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,81.91666666666667,6.891625897052253,1.0,0,0,983,young,short_term,low_amount,0,0.3987433138988031,0,983,176.38410490313555,1
313,A12,12,A32,A40,685,A61,A74,2,A94,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,57.083333333333336,6.530877627725885,1.0,0,0,1370,young,short_term,low_amount,1,0.7278334147080209,0,685,224.35465008374743,1
721,A12,6,A31,A46,433,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,72.16666666666667,6.073044534100405,0.5,0,0,1732,young,short_term,low_amount,1,0.9042028276768618,0,433,176.18392097283652,1
649,A11,12,A32,A46,684,A61,A73,4,A93,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,57.0,6.529418838262226,1.0,0,0,2736,mid_career,short_term,low_amount,1,0.8494872619065057,0,684,261.47217921482246,1
756,A13,6,A34,A40,1299,A61,A73,1,A93,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,216.5,7.170119543449628,0.5,0,0,1299,senior,short_term,low_amount,0,0.11530164884176704,0,1299,67.39957883045493,1
508,A14,24,A32,A43,1413,A61,A73,4,A94,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,58.875,7.254177846456518,2.0,0,0,5652,early_career,medium_term,medium_low_amount,0,0.3182931601282044,0,1413,202.3867058675188,1
765,A12,12,A32,A43,1155,A61,A75,3,A94,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,96.25,7.052721049232323,1.0,0,0,3465,mid_career,short_term,low_amount,0,0.5350301030433191,0,1155,278.0818960567651,1
629,A14,9,A32,A46,3832,A65,A75,1,A93,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,425.77777777777777,8.251403065380556,0.75,0,0,3832,senior,short_term,medium_high_amount,0,0.07631776949085103,0,3832,131.60236171002353,1
846,A14,18,A32,A40,6761,A65,A73,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,375.6111111111111,8.819073983267831,1.5,0,1,13522,senior,medium_term,high_amount,1,0.4536710494946574,1,6761,1380.2714845350206,0
916,A14,10,A32,A41,2848,A62,A73,1,A93,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,284.8,7.954723334497908,0.8333333333333334,0,0,2848,early_career,short_term,medium_high_amount,0,0.03253388459509049,0,2848,41.69542649706797,1
680,A14,6,A32,A46,1538,A61,A72,1,A92,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,256.3333333333333,7.338888133838879,0.5,0,0,1538,senior,short_term,medium_low_amount,0,0.5575908829781617,0,1538,385.9086501091857,1
814,A11,48,A32,A40,3931,A61,A74,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,81.89583333333333,8.276903481267057,4.0,1,0,15724,mid_career,very_long_term,medium_high_amount,1,0.7933288018842419,1,3931,1403.3589840931297,0
705,A14,15,A32,A40,5324,A63,A75,1,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,354.93333333333334,8.580167990577626,1.25,0,1,5324,early_career,medium_term,high_amount,0,0.3925684013196114,1,5324,940.5153758815251,0
460,A11,36,A32,A42,3620,A61,A73,1,A93,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,100.55555555555556,8.19450550976564,3.0,1,0,3620,mid_career,long_term,medium_high_amount,0,0.4869212803736772,1,3620,793.1947657287202,0
924,A11,24,A31,A42,6872,A61,A72,2,A91,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,286.3333333333333,8.835355971121606,2.0,0,1,13744,senior,medium_term,high_amount,1,0.9778527914092325,1,6872,3023.9119721539105,0
549,A14,48,A34,A41,8858,A65,A74,2,A93,A101,1,A124,35,A143,A153,2,A173,1,A192,A201,184.54166666666663,9.089189170412032,4.0,1,1,17716,early_career,very_long_term,high_amount,0,0.03882489951790233,1,8858,154.75993196831047,0
787,A14,48,A34,A41,2751,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,57.3125,7.920083199053234,4.0,1,0,11004,mid_career,very_long_term,medium_high_amount,0,0.02330062941847812,1,2751,28.84501418860499,0
592,A14,21,A32,A49,1572,A64,A75,4,A92,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,74.85714285714286,7.360739903058278,1.75,0,0,6288,mid_career,medium_term,medium_low_amount,0,0.1889686558976818,0,1572,133.67642718202012,1
231,A14,9,A32,A40,2507,A63,A75,2,A93,A101,4,A124,51,A143,A153,1,A172,1,A191,A201,278.55555555555554,7.827240901752812,0.75,0,0,5014,senior,short_term,medium_high_amount,0,0.08878997185201057,0,2507,100.16840674484574,1
578,A12,36,A34,A40,2820,A61,A72,4,A91,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,78.33333333333333,7.944846711001996,3.0,1,0,11280,early_career,long_term,medium_high_amount,1,0.8277282273415844,1,2820,1050.3871204964705,0
418,A14,21,A32,A40,2782,A63,A74,1,A92,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,132.47619047619048,7.931284761525891,1.75,0,0,2782,early_career,medium_term,medium_high_amount,0,0.23034999987721674,0,2782,288.37516484628765,1
867,A14,12,A34,A42,3331,A61,A75,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,277.5833333333333,8.111328003286733,1.0,0,0,6662,mid_career,short_term,medium_high_amount,0,0.03859693488094266,0,3331,57.854875539789,1
357,A14,36,A33,A43,4463,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,123.97222222222224,8.403800504061147,3.0,1,1,17852,early_career,long_term,high_amount,1,0.3972265105164338,1,4463,797.7698623956799,0
612,A11,21,A32,A43,3357,A64,A72,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,159.85714285714286,8.119100837637486,1.75,0,0,13428,early_career,medium_term,medium_high_amount,0,0.724949304634143,0,3357,1095.1446670455682,1
731,A11,24,A32,A43,1987,A61,A73,2,A93,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,82.79166666666667,7.59488438721652,2.0,0,0,3974,young,medium_term,medium_low_amount,1,0.7522496871165372,0,1987,672.6240577352517,1
218,A11,24,A32,A42,3021,A61,A73,2,A91,A101,2,A121,24,A143,A151,1,A172,1,A191,A201,125.875,8.013674142832684,2.0,0,0,6042,young,medium_term,medium_high_amount,0,0.8582251841081784,0,3021,1166.7142265358632,1
573,A11,15,A32,A49,806,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,53.733333333333334,6.693323668269949,1.25,0,0,3224,young,medium_term,low_amount,0,0.8015887036695332,0,806,290.73622282093964,1
226,A12,48,A32,A43,10961,A64,A74,1,A93,A102,2,A124,27,A141,A152,2,A173,1,A192,A201,228.35416666666663,9.302190025606064,4.0,1,1,10961,early_career,very_long_term,high_amount,1,0.6583775321367589,1,10961,3247.414258387956,0
849,A11,12,A32,A43,709,A61,A75,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,59.083333333333336,6.565264970035361,1.0,0,0,2836,senior,short_term,low_amount,1,0.5538444320888483,0,709,176.70406605794705,1
466,A11,24,A33,A43,1659,A61,A72,4,A92,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,69.125,7.414572881350589,2.0,0,0,6636,early_career,medium_term,medium_low_amount,1,0.8460311140163789,0,1659,631.6045281689277,1
866,A11,18,A32,A43,2389,A61,A72,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,132.72222222222223,7.779048644925556,1.5,0,0,9556,early_career,medium_term,medium_high_amount,0,0.7585440456971145,0,2389,815.472776326683,1
775,A11,24,A32,A40,1371,A65,A73,4,A92,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,57.125,7.22402480828583,2.0,0,0,5484,young,medium_term,medium_low_amount,1,0.7739901727397415,0,1371,477.5132370717835,1
734,A14,4,A34,A40,3380,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,845.0,8.125926802707886,0.3333333333333333,0,0,3380,mid_career,short_term,medium_high_amount,0,0.07884602245065082,0,3380,119.9248001474399,0
269,A14,24,A32,A43,999,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,41.625,6.907755278982137,2.0,0,0,3996,young,medium_term,low_amount,0,0.28546116525027143,0,999,128.32906683825954,1
614,A14,18,A33,A42,1808,A61,A74,4,A92,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,100.44444444444444,7.500529485395295,1.5,0,0,7232,young,medium_term,medium_low_amount,1,0.29632231065785547,0,1808,241.0878319512312,1
509,A14,39,A32,A41,8588,A62,A75,4,A93,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,220.2051282051282,9.058237593766226,3.25,1,1,34352,mid_career,very_long_term,high_amount,0,0.17536431026629581,1,8588,677.7129134551268,0
343,A12,18,A32,A49,4439,A61,A75,1,A93,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,246.61111111111111,8.39840965542627,1.5,0,1,4439,early_career,medium_term,high_amount,0,0.655917814922468,1,4439,1310.2286311983762,0
478,A12,12,A32,A49,1037,A62,A74,3,A93,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,86.41666666666667,6.945051063725834,1.0,0,0,3111,mid_career,short_term,low_amount,0,0.14476298170626795,0,1037,67.55364541322994,1
24,A14,10,A34,A42,2069,A65,A73,2,A94,A101,1,A123,26,A143,A152,2,A173,1,A191,A202,206.9,7.635303886259415,0.8333333333333334,0,0,4138,early_career,short_term,medium_low_amount,0,0.011658154047454983,0,2069,10.854324325882962,1
74,A11,36,A32,A46,1977,A65,A75,4,A93,A101,4,A124,40,A143,A152,1,A174,1,A192,A201,54.916666666666664,7.589841512182657,3.0,1,0,7908,mid_career,long_term,medium_low_amount,1,0.7963338814720625,0,1977,708.4584376516204,0
574,A12,9,A32,A43,1082,A61,A75,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,120.22222222222224,6.9874902470009905,0.75,0,0,4328,early_career,short_term,low_amount,0,0.45459168514614756,0,1082,221.34069149765926,1
898,A14,15,A32,A42,2186,A65,A74,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,145.73333333333332,7.690286020676768,1.25,0,0,2186,early_career,medium_term,medium_low_amount,0,0.2120295685489824,0,2186,208.57348658163397,1
